index,CountryCode,SeriesCode,DESCRIPTION,Unnamed: 3
2315,GRC,TM.TAX.MRCH.WM.FN.ZS,European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.,
2316,GRC,TM.TAX.TCOM.BC.ZS,European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.,
2317,GRC,TM.TAX.TCOM.BR.ZS,European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.,
2318,GRC,TM.TAX.TCOM.IP.ZS,European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.,
2319,GRC,TM.TAX.TCOM.SM.AR.ZS,European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.,
2320,GRC,TM.TAX.TCOM.SM.FN.ZS,European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.,
2321,GRC,TM.TAX.TCOM.SR.ZS,European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.,
2322,GRC,TM.TAX.TCOM.WM.AR.ZS,European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.,
2323,GRC,TM.TAX.TCOM.WM.FN.ZS,European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.,
2324,GRD,DT.DOD.DECT.CD,Long-term public and publicly guaranteed debt data for 2015 are based on reports provided by the country. Long-term private nonguaranteed debt data are not available. Short-term debt for 2015 is based on data from the BIS.,
2325,GRD,EG.EGY.PRIM.PP.KD,"Sources: Estimated based on UN Energy Statistics (2014); World Development Indicators, WDI (2014)",
2326,GRD,EG.ELC.RNEW.ZS,Sources: UN Energy Statistics (2014),
2327,GRD,EG.FEC.RNEW.ZS,Sources: UN Energy Statistics (2014),
2328,GRD,IT.CEL.SETS,Cable and Wireless (WI).,
2329,GRD,IT.CEL.SETS.P2,Cable and Wireless (WI).,
2330,GRD,IT.MLT.MAIN,Cable and Wireless (WI).,
2331,GRD,IT.MLT.MAIN.P2,Cable and Wireless (WI).,
2332,GRD,IT.NET.BBND,Cable and Wireless (WI).,
2333,GRD,IT.NET.BBND.P2,Cable and Wireless (WI).,
2334,GRD,IT.NET.USER.ZS,Cable and Wireless (WI).,
2335,GRD,SM.POP.NETM,Data sources : United Nations World Population Prospects,
2336,GRD,SM.POP.TOTL,Estimates are derived from data on foreign-born population. ,
2337,GRD,SP.DYN.AMRT.FE,Data source : United Nations World Population Prospects,
2338,GRD,SP.DYN.AMRT.MA,Data source : United Nations World Population Prospects,
2339,GRD,SP.DYN.CBRT.IN,Data sources : United Nations World Population Prospects,
2340,GRD,SP.DYN.CDRT.IN,Data sources : United Nations World Population Prospects,
2341,GRD,SP.DYN.LE00.FE.IN,Data sources : United Nations World Population Prospects,
2342,GRD,SP.DYN.LE00.IN,Derived using male and female life expectancy,
2343,GRD,SP.DYN.LE00.MA.IN,Data sources : United Nations World Population Prospects,
2344,GRD,SP.DYN.TFRT.IN,Data sources : United Nations World Population Prospects,
2345,GRD,SP.POP.GROW,Data sources: United Nations World Population Prospects,
2346,GRD,SP.POP.TOTL,Data sources : United Nations World Population Prospects,
2347,GRL,BM.KLT.DINV.CD.WD,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database.",
2348,GRL,IT.CEL.SETS,Tele Greenland A/S.,
2349,GRL,IT.CEL.SETS.P2,Tele Greenland A/S.,
2350,GRL,IT.MLT.MAIN,Tele Greenland A/S.,
2351,GRL,IT.MLT.MAIN.P2,Tele Greenland A/S.,
2352,GRL,IT.NET.BBND,Tele Greenland A/S.,
2353,GRL,IT.NET.BBND.P2,Tele Greenland A/S.,
2354,GRL,IT.NET.USER.ZS,Tele Greenland A/S.,
2355,GRL,SM.POP.TOTL,Estimates are derived from data on foreign-born population. ,
2356,GRL,SP.DYN.AMRT.FE,Data source : Statistics Greenland,
2357,GRL,SP.DYN.AMRT.MA,Data source : Statistics Greenland,
2358,GRL,SP.DYN.CBRT.IN,Data sources : Statistics Greenland,
2359,GRL,SP.DYN.CDRT.IN,Data sources : Statistics Greenland,
2360,GRL,SP.DYN.LE00.FE.IN,"Data sources : Statistics Greenland, United Nations Population and Vital Statistics Report",
2361,GRL,SP.DYN.LE00.IN,Derived using male and female life expectancy,
2362,GRL,SP.DYN.LE00.MA.IN,"Data sources : Statistics Greenland, United Nations Population and Vital Statistics Report",
2363,GRL,SP.DYN.TFRT.IN,Data sources : Statistics Greenland,
2364,GRL,SP.POP.GROW,Data sources: Statistics Greenland,
2365,GRL,SP.POP.TOTL,Data sources : Statistics Greenland,
2366,GTM,DT.DOD.DECT.CD,Long-term public and publicly guaranteed debt data for 2015 are based on reports provided by the country. Long-term private nonguaranteed and short-term debt data for 2015 are sourced by the Quarterly External Debt Statistics database (http://datatopics.worldbank.org/debt/qeds).,
2367,GTM,EG.EGY.PRIM.PP.KD,"Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
2368,GTM,EG.ELC.RNEW.ZS,"Sources: World Energy Statistics and Balances, IEA (2014)",
2369,GTM,EG.FEC.RNEW.ZS,"Sources: World Energy Statistics and Balances, IEA (2014)",
2370,GTM,IT.CEL.SETS,Until 1998: Empresa Guatemalteca de Telecomunicaciones. Superintendencia de Telecomunicaciones de Guatemala (SIT).,
2371,GTM,IT.CEL.SETS.P2,Until 1998: Empresa Guatemalteca de Telecomunicaciones. Superintendencia de Telecomunicaciones de Guatemala (SIT).,
2372,GTM,IT.MLT.MAIN,Until 1998: Empresa Guatemalteca de Telecomunicaciones. Superintendencia de Telecomunicaciones de Guatemala (SIT).,
2373,GTM,IT.MLT.MAIN.P2,Until 1998: Empresa Guatemalteca de Telecomunicaciones. Superintendencia de Telecomunicaciones de Guatemala (SIT).,
2374,GTM,IT.NET.BBND,Until 1998: Empresa Guatemalteca de Telecomunicaciones. Superintendencia de Telecomunicaciones de Guatemala (SIT).,
2375,GTM,IT.NET.BBND.P2,Until 1998: Empresa Guatemalteca de Telecomunicaciones. Superintendencia de Telecomunicaciones de Guatemala (SIT).,
2376,GTM,IT.NET.USER.ZS,Until 1998: Empresa Guatemalteca de Telecomunicaciones. Superintendencia de Telecomunicaciones de Guatemala (SIT).,
2377,GTM,SG.NOD.CONS,There is no nondiscrimination provision.,
2378,GTM,SM.POP.NETM,Data sources : United Nations World Population Prospects,
2379,GTM,SM.POP.TOTL,Estimates are derived from data on foreign-born population. Number of refugees reported by the UN Refugee Agency (UNHCR) are added to the migrant stock estimates. ,
2380,GTM,SP.DYN.AMRT.FE,Data source : United Nations World Population Prospects,
2381,GTM,SP.DYN.AMRT.MA,Data source : United Nations World Population Prospects,
2382,GTM,SP.DYN.CBRT.IN,Data sources : United Nations World Population Prospects,
2383,GTM,SP.DYN.CDRT.IN,Data sources : United Nations World Population Prospects,
2384,GTM,SP.DYN.LE00.FE.IN,Data sources : United Nations World Population Prospects,
2385,GTM,SP.DYN.LE00.IN,Derived using male and female life expectancy,
2386,GTM,SP.DYN.LE00.MA.IN,Data sources : United Nations World Population Prospects,
2387,GTM,SP.DYN.TFRT.IN,Data sources : United Nations World Population Prospects,
2388,GTM,SP.POP.GROW,Data sources: United Nations World Population Prospects,
2389,GTM,SP.POP.TOTL,Data sources : United Nations World Population Prospects,
2390,GUM,BM.KLT.DINV.CD.WD,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database.",
2391,GUM,IT.CEL.SETS,Guam Telephone Authority.,
2392,GUM,IT.CEL.SETS.P2,Guam Telephone Authority.,
2393,GUM,IT.MLT.MAIN,Guam Telephone Authority.,
2394,GUM,IT.MLT.MAIN.P2,Guam Telephone Authority.,
2395,GUM,IT.NET.BBND,Guam Telephone Authority.,
2396,GUM,IT.NET.BBND.P2,Guam Telephone Authority.,
2397,GUM,IT.NET.USER.ZS,Guam Telephone Authority.,
2398,GUM,SM.POP.NETM,Data sources : United Nations World Population Prospects,
2399,GUM,SM.POP.TOTL,"Estimates are derived from data on foreign-born population. The estimates for Guam reflect, to the extent possible, all persons born outside its territory.",
2400,GUM,SP.DYN.AMRT.FE,Data source : United Nations World Population Prospects,
2401,GUM,SP.DYN.AMRT.MA,Data source : United Nations World Population Prospects,
2402,GUM,SP.DYN.CBRT.IN,Data sources : United Nations World Population Prospects,
2403,GUM,SP.DYN.CDRT.IN,Data sources : United Nations World Population Prospects,
2404,GUM,SP.DYN.LE00.FE.IN,Data sources : United Nations World Population Prospects,
2405,GUM,SP.DYN.LE00.IN,Derived using male and female life expectancy,
2406,GUM,SP.DYN.LE00.MA.IN,Data sources : United Nations World Population Prospects,
2407,GUM,SP.DYN.TFRT.IN,Data sources : United Nations World Population Prospects,
2408,GUM,SP.POP.GROW,Data sources: United Nations World Population Prospects,
2409,GUM,SP.POP.TOTL,Data sources : United Nations World Population Prospects,
2410,GUY,DT.DOD.DECT.CD,Long-term public and publicly guaranteed debt data for 2015 are based on reports provided by the country.  Long-term private nonguaranteed debt data for 2015 are World Bank staff estimates based on the market data. Short-term debt for 2015 is based on data from the BIS. Data include the effects of HIPC and MDRI debt relief.,
2411,GUY,EG.EGY.PRIM.PP.KD,"Sources: Estimated based on UN Energy Statistics (2014); World Development Indicators, WDI (2014)",
2412,GUY,EG.ELC.RNEW.ZS,Sources: UN Energy Statistics (2014),
2413,GUY,EG.FEC.RNEW.ZS,Sources: UN Energy Statistics (2014),
2414,GUY,IT.CEL.SETS,Guyana Telephone and Telegraph Company Ltd. From 2000: National Frequency Management Unit.,
2415,GUY,IT.CEL.SETS.P2,Guyana Telephone and Telegraph Company Ltd. From 2000: National Frequency Management Unit.,
2416,GUY,IT.MLT.MAIN,Guyana Telephone and Telegraph Company Ltd. From 2000: National Frequency Management Unit.,
2417,GUY,IT.MLT.MAIN.P2,Guyana Telephone and Telegraph Company Ltd. From 2000: National Frequency Management Unit.,
2418,GUY,IT.NET.BBND,Guyana Telephone and Telegraph Company Ltd. From 2000: National Frequency Management Unit.,
2419,GUY,IT.NET.BBND.P2,Guyana Telephone and Telegraph Company Ltd. From 2000: National Frequency Management Unit.,
2420,GUY,IT.NET.USER.ZS,Guyana Telephone and Telegraph Company Ltd. From 2000: National Frequency Management Unit.,
2421,GUY,NE.CON.PRVT.PP.CD,Estimates are based on regression.,
2422,GUY,NE.CON.PRVT.PP.KD,Estimates are based on regression.,
2423,GUY,NY.GDP.MKTP.PP.CD,Estimates are based on regression.,
2424,GUY,NY.GDP.MKTP.PP.KD,Estimates are based on regression.,
2425,GUY,NY.GDP.PCAP.PP.CD,Estimates are based on regression.,
2426,GUY,NY.GDP.PCAP.PP.KD,Estimates are based on regression.,
2427,GUY,NY.GNP.MKTP.PP.CD,Estimates are based on regression.,
2428,GUY,NY.GNP.MKTP.PP.KD,Estimates are based on regression.,
2429,GUY,NY.GNP.PCAP.PP.CD,Estimates are based on regression.,
2430,GUY,NY.GNP.PCAP.PP.KD,Estimates are based on regression.,
2431,GUY,PA.NUS.PPP,Estimates are based on regression.,
2432,GUY,PA.NUS.PPPC.RF,Estimates are based on regression.,
2433,GUY,PA.NUS.PRVT.PP,Estimates are based on regression.,
2434,GUY,SM.POP.NETM,Data sources : United Nations World Population Prospects,
2435,GUY,SM.POP.TOTL,Estimates are derived from data on foreign-born population. ,
2436,GUY,SP.DYN.AMRT.FE,Data source : United Nations World Population Prospects,
2437,GUY,SP.DYN.AMRT.MA,Data source : United Nations World Population Prospects,
2438,GUY,SP.DYN.CBRT.IN,Data sources : United Nations World Population Prospects,
2439,GUY,SP.DYN.CDRT.IN,Data sources : United Nations World Population Prospects,
2440,GUY,SP.DYN.LE00.FE.IN,Data sources : United Nations World Population Prospects,
2441,GUY,SP.DYN.LE00.IN,Derived using male and female life expectancy,
2442,GUY,SP.DYN.LE00.MA.IN,Data sources : United Nations World Population Prospects,
2443,GUY,SP.DYN.TFRT.IN,Data sources : United Nations World Population Prospects,
2444,GUY,SP.POP.GROW,Data sources: United Nations World Population Prospects,
2445,GUY,SP.POP.TOTL,Data sources : United Nations World Population Prospects,
2446,HKG,EG.EGY.PRIM.PP.KD,"Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
2447,HKG,EG.ELC.RNEW.ZS,"Sources: World Energy Statistics and Balances, IEA (2014)",
2448,HKG,EG.FEC.RNEW.ZS,"Sources: World Energy Statistics and Balances, IEA (2014)",
2449,HKG,IT.CEL.SETS,Office of the Telecommunications Authority (OFTA).,
2450,HKG,IT.CEL.SETS.P2,Office of the Telecommunications Authority (OFTA).,
2451,HKG,IT.MLT.MAIN,Office of the Telecommunications Authority (OFTA).,
2452,HKG,IT.MLT.MAIN.P2,Office of the Telecommunications Authority (OFTA).,
2453,HKG,IT.NET.BBND,Office of the Telecommunications Authority (OFTA).,
2454,HKG,IT.NET.BBND.P2,Office of the Telecommunications Authority (OFTA).,
2455,HKG,IT.NET.USER.ZS,Office of the Telecommunications Authority (OFTA).,
2456,HKG,SG.NOD.CONS,There is no nondiscrimination provision.,
2457,HKG,SM.POP.NETM,Data sources : United Nations World Population Prospects,
2458,HKG,SM.POP.TOTL,"Estimates are derived from data on foreign-born population. As of 1 July 1997, Hong Kong became a Special Administrative Region (SAR) of China. For purposes of estimation, no change was made in the time series estimates for Hong Kong because of its change in status.",
2459,HKG,SP.DYN.AMRT.FE,Data source : United Nations World Population Prospects,
2460,HKG,SP.DYN.AMRT.MA,Data source : United Nations World Population Prospects,
2461,HKG,SP.DYN.CBRT.IN,Data sources : Census and Statistics Department,
2462,HKG,SP.DYN.CDRT.IN,Data sources : Census and Statistics Department,
2463,HKG,SP.DYN.LE00.FE.IN,"Data sources : Census and Statistics Department, United Nations World Population Prospects",
2464,HKG,SP.DYN.LE00.IN,Derived using male and female life expectancy,
2465,HKG,SP.DYN.LE00.MA.IN,"Data sources : Census and Statistics Department, United Nations World Population Prospects",
2466,HKG,SP.DYN.TFRT.IN,"Data sources : Census and Statistics Department, United Nations World Population Prospects",
2467,HKG,SP.DYN.TO65.FE.ZS,"As of 1 July 1997, Hong Kong became a Special Administrative Region (SAR) of China.",
2468,HKG,SP.DYN.TO65.MA.ZS,"As of 1 July 1997, Hong Kong became a Special Administrative Region (SAR) of China.",
2469,HKG,SP.POP.GROW,Data sources: Census and Statistics Department,
2470,HKG,SP.POP.TOTL,Data sources : Census and Statistics Department,
2471,HND,DT.DOD.DECT.CD,Long-term public and publicly guaranteed and long-term private nonguaranteed debt data for 2015 are based on reports provided by the country. Short-term debt data for 2015 are sourced by the Quarterly External Debt Statistics database (http://datatopics.worldbank.org/debt/qeds). Data include the effects of HIPC and MDRI debt relief.,
2472,HND,EG.EGY.PRIM.PP.KD,"Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
2473,HND,EG.ELC.RNEW.ZS,"Sources: World Energy Statistics and Balances, IEA (2014)",
2474,HND,EG.FEC.RNEW.ZS,"Sources: World Energy Statistics and Balances, IEA (2014)",
2475,HND,IT.CEL.SETS,Until 2001: Empresa Hondureña de Telecomunicaciones (HONDUTEL). Comisión Nacional de Telecomunicaciones (CONATEL).,
2476,HND,IT.CEL.SETS.P2,Until 2001: Empresa Hondureña de Telecomunicaciones (HONDUTEL). Comisión Nacional de Telecomunicaciones (CONATEL).,
2477,HND,IT.MLT.MAIN,Until 2001: Empresa Hondureña de Telecomunicaciones (HONDUTEL). Comisión Nacional de Telecomunicaciones (CONATEL).,
2478,HND,IT.MLT.MAIN.P2,Until 2001: Empresa Hondureña de Telecomunicaciones (HONDUTEL). Comisión Nacional de Telecomunicaciones (CONATEL).,
2479,HND,IT.NET.BBND,Until 2001: Empresa Hondureña de Telecomunicaciones (HONDUTEL). Comisión Nacional de Telecomunicaciones (CONATEL).,
2480,HND,IT.NET.BBND.P2,Until 2001: Empresa Hondureña de Telecomunicaciones (HONDUTEL). Comisión Nacional de Telecomunicaciones (CONATEL).,
2481,HND,IT.NET.USER.ZS,Until 2001: Empresa Hondureña de Telecomunicaciones (HONDUTEL). Comisión Nacional de Telecomunicaciones (CONATEL).,
2482,HND,SM.POP.NETM,Data sources : United Nations World Population Prospects,
2483,HND,SM.POP.TOTL,Estimates are derived from data on foreign-born population. Number of refugees reported by the UN Refugee Agency (UNHCR) are added to the migrant stock estimates. ,
2484,HND,SP.DYN.AMRT.FE,Data source : United Nations World Population Prospects,
2485,HND,SP.DYN.AMRT.MA,Data source : United Nations World Population Prospects,
2486,HND,SP.DYN.CBRT.IN,Data sources : United Nations World Population Prospects,
2487,HND,SP.DYN.CDRT.IN,Data sources : United Nations World Population Prospects,
2488,HND,SP.DYN.LE00.FE.IN,Data sources : United Nations World Population Prospects,
2489,HND,SP.DYN.LE00.IN,Derived using male and female life expectancy,
2490,HND,SP.DYN.LE00.MA.IN,Data sources : United Nations World Population Prospects,
2491,HND,SP.DYN.TFRT.IN,Data sources : United Nations World Population Prospects,
2492,HND,SP.POP.GROW,Data sources: United Nations World Population Prospects,
2493,HND,SP.POP.TOTL,Data sources : United Nations World Population Prospects,
2494,HRV,EG.EGY.PRIM.PP.KD,"Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
2495,HRV,EG.ELC.RNEW.ZS,"Sources: World Energy Statistics and Balances, IEA (2014)",
2496,HRV,EG.FEC.RNEW.ZS,"Sources: World Energy Statistics and Balances, IEA (2014)",
2497,HRV,IT.CEL.SETS,Croatian Post and Telecommunications (HPT). From 2002: Croatian Telecommunication Agency.,
2498,HRV,IT.CEL.SETS.P2,Croatian Post and Telecommunications (HPT). From 2002: Croatian Telecommunication Agency.,
2499,HRV,IT.MLT.MAIN,Croatian Post and Telecommunications (HPT). From 2002: Croatian Telecommunication Agency.,
2500,HRV,IT.MLT.MAIN.P2,Croatian Post and Telecommunications (HPT). From 2002: Croatian Telecommunication Agency.,
2501,HRV,IT.NET.BBND,Croatian Post and Telecommunications (HPT). From 2002: Croatian Telecommunication Agency.,
2502,HRV,IT.NET.BBND.P2,Croatian Post and Telecommunications (HPT). From 2002: Croatian Telecommunication Agency.,
2503,HRV,IT.NET.USER.ZS,Croatian Post and Telecommunications (HPT). From 2002: Croatian Telecommunication Agency.,
2504,HRV,SG.NOD.CONS,There is no nondiscrimination provision.,
2505,HRV,SH.XPD.PCAP,Changes for per capita values are due to fluctuations in the US$ exchange rates.,
2506,HRV,SM.POP.NETM,Data sources : United Nations World Population Prospects,
2507,HRV,SM.POP.TOTL,Estimates are derived from data on foreign-born population. Number of refugees reported by the UN Refugee Agency (UNHCR) are added to the migrant stock estimates. ,
2508,HRV,SP.DYN.AMRT.FE,Data source : United Nations World Population Prospects,
2509,HRV,SP.DYN.AMRT.MA,Data source : United Nations World Population Prospects,
2510,HRV,SP.DYN.CBRT.IN,Data sources : Eurostat,
2511,HRV,SP.DYN.CDRT.IN,Data sources : Eurostat,
2512,HRV,SP.DYN.LE00.FE.IN,"Data sources : Croatian Bureau of Statistics, Eurostat, United Nations World Population Prospects",
2513,HRV,SP.DYN.LE00.IN,Derived using male and female life expectancy,
2514,HRV,SP.DYN.LE00.MA.IN,"Data sources : Croatian Bureau of Statistics, Eurostat, United Nations World Population Prospects",
2515,HRV,SP.DYN.TFRT.IN,"Data sources : Croatian Bureau of Statistics, Eurostat, United Nations World Population Prospects",
2516,HRV,SP.POP.GROW,"Data sources: Croatian Bureau of Statistics, Council of Europe",
2517,HRV,SP.POP.TOTL,"Data sources : Croatian Bureau of Statistics, Council of Europe",
2518,HTI,DT.DOD.DECT.CD,Long-term public and publicly guaranteed debt data for 2015 are based on reports provided by the country. Long-term private nonguaranteed debt data only cover Inter-American Development Bank loans. Short-term debt data for 2015 are based on reports provided by the country. Data include the effects of Paris Club restructuring agreements signed in 2006 and 2009 and HIPC and MDRI debt relief.,
2519,HTI,EG.EGY.PRIM.PP.KD,"Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
2520,HTI,EG.ELC.RNEW.ZS,"Sources: World Energy Statistics and Balances, IEA (2014)",
2521,HTI,EG.FEC.RNEW.ZS,"Sources: World Energy Statistics and Balances, IEA (2014)",
2522,HTI,IT.CEL.SETS,Conseil National des Télécommunications (CONATEL).,
2523,HTI,IT.CEL.SETS.P2,Conseil National des Télécommunications (CONATEL).,
2524,HTI,IT.MLT.MAIN,Conseil National des Télécommunications (CONATEL).,
2525,HTI,IT.MLT.MAIN.P2,Conseil National des Télécommunications (CONATEL).,
2526,HTI,IT.NET.BBND,Conseil National des Télécommunications (CONATEL).,
2527,HTI,IT.NET.BBND.P2,Conseil National des Télécommunications (CONATEL).,
2528,HTI,IT.NET.USER.ZS,Conseil National des Télécommunications (CONATEL).,
2529,HTI,SG.NOD.CONS,There is no nondiscrimination provision.,
2530,HTI,SM.POP.NETM,Data sources : United Nations World Population Prospects,
2531,HTI,SM.POP.TOTL,Estimates are derived from data on foreign-born population. ,
2532,HTI,SP.DYN.AMRT.FE,Data source : United Nations World Population Prospects,
2533,HTI,SP.DYN.AMRT.MA,Data source : United Nations World Population Prospects,
2534,HTI,SP.DYN.CBRT.IN,Data sources : United Nations World Population Prospects,
2535,HTI,SP.DYN.CDRT.IN,Data sources : United Nations World Population Prospects,
2536,HTI,SP.DYN.LE00.FE.IN,Data sources : United Nations World Population Prospects,
2537,HTI,SP.DYN.LE00.IN,Derived using male and female life expectancy,
2538,HTI,SP.DYN.LE00.MA.IN,Data sources : United Nations World Population Prospects,
2539,HTI,SP.DYN.TFRT.IN,Data sources : United Nations World Population Prospects,
2540,HTI,SP.POP.GROW,Data sources: United Nations World Population Prospects,
2541,HTI,SP.POP.TOTL,Data sources : United Nations World Population Prospects,
2542,HUN,EG.EGY.PRIM.PP.KD,"Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
2543,HUN,EG.ELC.RNEW.ZS,"Sources: World Energy Statistics and Balances, IEA (2014)",
2544,HUN,EG.FEC.RNEW.ZS,"Sources: World Energy Statistics and Balances, IEA (2014)",
2545,HUN,IT.CEL.SETS,MATAV Hungarian Telecommunication Company Ltd. From 1998: National Communications Authority.,
2546,HUN,IT.CEL.SETS.P2,MATAV Hungarian Telecommunication Company Ltd. From 1998: National Communications Authority.,
2547,HUN,IT.MLT.MAIN,MATAV Hungarian Telecommunication Company Ltd. From 1998: National Communications Authority.,
2548,HUN,IT.MLT.MAIN.P2,MATAV Hungarian Telecommunication Company Ltd. From 1998: National Communications Authority.,
2549,HUN,IT.NET.BBND,MATAV Hungarian Telecommunication Company Ltd. From 1998: National Communications Authority.,
2550,HUN,IT.NET.BBND.P2,MATAV Hungarian Telecommunication Company Ltd. From 1998: National Communications Authority.,
2551,HUN,IT.NET.USER.ZS,MATAV Hungarian Telecommunication Company Ltd. From 1998: National Communications Authority.,
2552,HUN,SM.POP.NETM,Data sources : United Nations World Population Prospects,
2553,HUN,SM.POP.REFG,UNHCR estimate based on the arrival of refugees and asylum-seeker recognition over a 10-year period ending with the reporting year. The data source and definition for the years prior to 2004 is unclear.,
2554,HUN,SM.POP.TOTL,Estimates are derived from data on foreign-born population. Number of refugees reported by the UN Refugee Agency (UNHCR) are added to the migrant stock estimates. ,
2555,HUN,SP.DYN.AMRT.FE,"Data source : Human Mortality Database by University of California, Berkeley, and Max Planck Institute for Demographic Research.",
2556,HUN,SP.DYN.AMRT.MA,"Data source : Human Mortality Database by University of California, Berkeley, and Max Planck Institute for Demographic Research.",
2557,HUN,SP.DYN.CBRT.IN,Data sources : Eurostat,
2558,HUN,SP.DYN.CDRT.IN,Data sources : Eurostat,
2559,HUN,SP.DYN.LE00.FE.IN,"Data sources : Eurostat, Hungarian Central Statistical Office",
2560,HUN,SP.DYN.LE00.IN,Derived using male and female life expectancy,
2561,HUN,SP.DYN.LE00.MA.IN,"Data sources : Eurostat, Hungarian Central Statistical Office",
2562,HUN,SP.DYN.TFRT.IN,Data sources : Eurostat,
2563,HUN,SP.POP.GROW,Data sources : Eurostat,
2564,HUN,SP.POP.TOTL,Data sources : Eurostat,
2565,HUN,TM.TAX.MANF.BC.ZS,European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.,
2566,HUN,TM.TAX.MANF.BR.ZS,European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.,
2567,HUN,TM.TAX.MANF.IP.ZS,European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.,
2568,HUN,TM.TAX.MANF.SM.AR.ZS,European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.,
2569,HUN,TM.TAX.MANF.SM.FN.ZS,European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.,
2570,HUN,TM.TAX.MANF.SR.ZS,European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.,
2571,HUN,TM.TAX.MANF.WM.AR.ZS,European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.,
2572,HUN,TM.TAX.MANF.WM.FN.ZS,European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.,
2573,HUN,TM.TAX.MRCH.BC.ZS,European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.,
2574,HUN,TM.TAX.MRCH.BR.ZS,European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.,
2575,HUN,TM.TAX.MRCH.IP.ZS,European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.,
2576,HUN,TM.TAX.MRCH.SM.AR.ZS,European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.,
2577,HUN,TM.TAX.MRCH.SM.FN.ZS,European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.,
2578,HUN,TM.TAX.MRCH.SR.ZS,European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.,
